epoch_current,epoch_future,delta_t_days,e_x,e_y,e_z,e_vx,e_vy,e_vz
2023-01-02 13:40:05.130048,2023-01-03 01:40:05.130048,0.5,8316.10283812578,,,-5.362548015896644,,
2023-01-02 13:40:05.130048,2023-01-03 13:40:05.130048,1.0,1836.9389156954837,,,2.4820842479331575,,
2023-01-02 13:40:05.130048,2023-01-04 01:40:05.130048,1.5,18805.778123028176,,,-3.341702173344676,,
2023-01-02 13:40:05.130048,2023-01-04 13:40:05.130048,2.0,634.2222613219899,,,1.323566430673867,,
2023-01-02 13:40:05.130048,2023-01-05 01:40:05.130048,2.5,16226.34207601614,,,1.8260603893322576,,
2023-01-02 13:40:05.130048,2023-01-05 13:40:05.130048,3.0,2830.982205154928,,,0.6387797575575598,,
2023-01-04 19:39:20.019744,2023-01-05 07:39:20.019744,0.5,21394.387056068277,,,0.278951498352736,,
2023-01-04 19:39:20.019744,2023-01-05 19:39:20.019744,1.0,519.1055511367956,,,-1.6074690536906648,,
2023-01-01 02:16:31.152000,2023-01-01 14:16:31.152000,0.5,612.9648885421451,,,1.3943569906628444,,
2023-01-01 02:16:31.152000,2023-01-02 02:16:31.152000,1.0,16935.295461730602,,,2.1519462333507264,,
2023-01-01 02:16:31.152000,2023-01-02 14:16:31.152000,1.5,2328.3509916422977,,,0.8652421982421177,,
2023-01-01 02:16:31.152000,2023-01-03 02:16:31.152000,2.0,4639.883204440749,,,1.5472586492491884,,
2023-01-01 02:16:31.152000,2023-01-03 14:16:31.152000,2.5,3616.9877725798005,,,1.588911093914243,,
2023-01-01 02:16:31.152000,2023-01-04 02:16:31.152000,3.0,4298.826565748843,,,-4.049603269689344,,
2023-01-01 02:16:31.152000,2023-01-04 14:16:31.152000,3.5,2348.05563650939,,,2.258696653042511,,
2023-01-01 02:16:31.152000,2023-01-05 02:16:31.152000,4.0,16564.75294797434,,,-5.026491871188213,,
2023-01-01 02:16:31.152000,2023-01-05 14:16:31.152000,4.5,624.036192450033,,,1.8187767968036277,,
2023-01-02 13:40:05.130048,2023-01-03 01:40:05.130048,0.5,8316.10283812578,,,-5.362548015896644,,
2023-01-02 13:40:05.130048,2023-01-03 13:40:05.130048,1.0,1836.9389156954837,,,2.4820842479331575,,
2023-01-02 13:40:05.130048,2023-01-04 01:40:05.130048,1.5,18805.778123028176,,,-3.341702173344676,,
2023-01-02 13:40:05.130048,2023-01-04 13:40:05.130048,2.0,634.2222613219899,,,1.323566430673867,,
2023-01-02 13:40:05.130048,2023-01-05 01:40:05.130048,2.5,16226.34207601614,,,1.8260603893322576,,
2023-01-02 13:40:05.130048,2023-01-05 13:40:05.130048,3.0,2830.982205154928,,,0.6387797575575598,,
2023-01-03 04:57:28.098144,2023-01-03 16:57:28.098144,0.5,46.9823947872045,,,0.528948024958644,,
2023-01-03 04:57:28.098144,2023-01-04 04:57:28.098144,1.0,17681.38915415122,,,4.521709344864336,,
2023-01-03 04:57:28.098144,2023-01-04 16:57:28.098144,1.5,62.057447727475505,,,0.509712960635051,,
2023-01-03 04:57:28.098144,2023-01-05 04:57:28.098144,2.0,4459.778076779113,,,2.5277483424571443,,
2023-01-03 04:57:28.098144,2023-01-05 16:57:28.098144,2.5,58.09093655261864,,,0.5018085299960915,,
2023-01-04 11:01:09.068736,2023-01-04 23:01:09.068736,0.5,1782.3106686361712,,,-2.897110192138844,,
2023-01-04 11:01:09.068736,2023-01-05 11:01:09.068736,1.0,9208.096486581677,,,4.3735840308734435,,
2023-01-04 11:01:09.068736,2023-01-05 23:01:09.068736,1.5,8177.465164999596,,,-4.265997231097362,,
2023-01-04 19:39:20.019744,2023-01-05 07:39:20.019744,0.5,21394.387056068277,,,0.278951498352736,,
2023-01-04 19:39:20.019744,2023-01-05 19:39:20.019744,1.0,519.1055511367956,,,-1.6074690536906648,,
